state_id,state_name,year_reported,Average Loan Investment Amount
AL        ,Alabama                                                                                                                                               ,2012,0
AR        ,Arkansas                                                                                                                                              ,2012,0
AZ        ,Arizona                                                                                                                                               ,2012,0
CA        ,California                                                                                                                                            ,2012,0
CO        ,Colorado                                                                                                                                              ,2012,0
DE        ,Delaware                                                                                                                                              ,2012,0
FL        ,Florida                                                                                                                                               ,2012,0
GA        ,Georgia                                                                                                                                               ,2012,0
GU        ,Guam                                                                                                                                                  ,2012,0
HI        ,Hawaii                                                                                                                                                ,2012,0
IA        ,Iowa                                                                                                                                                  ,2012,0
ID        ,Idaho                                                                                                                                                 ,2012,0
IL        ,Illinois                                                                                                                                              ,2012,1132318.03
IN        ,Indiana                                                                                                                                               ,2012,0
KS        ,Kansas                                                                                                                                                ,2012,0
KY        ,Kentucky                                                                                                                                              ,2012,0
LA        ,Louisiana                                                                                                                                             ,2012,0
MA        ,Massachusetts                                                                                                                                         ,2012,0
MD        ,Maryland                                                                                                                                              ,2012,0
ME        ,Maine                                                                                                                                                 ,2012,0
MI        ,Michigan                                                                                                                                              ,2012,0
MN        ,Minnesota                                                                                                                                             ,2012,269898.28999999998
MO        ,Missouri                                                                                                                                              ,2012,0
MS        ,Mississippi                                                                                                                                           ,2012,0
MT        ,Montana                                                                                                                                               ,2012,0
NC        ,North Carolina                                                                                                                                        ,2012,0
ND        ,North Dakota - Mandan                                                                                                                                 ,2012,0
NE        ,Nebraska                                                                                                                                              ,2012,43000
NH        ,New Hampshire                                                                                                                                         ,2012,0
NJ        ,New Jersey                                                                                                                                            ,2012,0
NM        ,New Mexico                                                                                                                                            ,2012,0
NV        ,Nevada                                                                                                                                                ,2012,0
NY        ,New York                                                                                                                                              ,2012,0
OH        ,Ohio                                                                                                                                                  ,2012,0
OK        ,Oklahoma                                                                                                                                              ,2012,0
OR        ,Oregon                                                                                                                                                ,2012,0
PA        ,Pennsylvania                                                                                                                                          ,2012,86067.039999999994
PR        ,Puerto Rico                                                                                                                                           ,2012,0
RI        ,Rhode Island                                                                                                                                          ,2012,0
SC        ,South Carolina                                                                                                                                        ,2012,0
SD        ,South Dakota                                                                                                                                          ,2012,0
TN        ,Tennessee                                                                                                                                             ,2012,0
TX        ,Texas                                                                                                                                                 ,2012,0
UT        ,Utah                                                                                                                                                  ,2012,0
VA        ,Virginia                                                                                                                                              ,2012,0
VI        ,U.S. Virgin Islands                                                                                                                                   ,2012,0
VT        ,Vermont                                                                                                                                               ,2012,0
WA        ,Washington                                                                                                                                            ,2012,0
WI        ,Wisconsin                                                                                                                                             ,2012,0
WV        ,West Virginia                                                                                                                                         ,2012,0
AK        ,Alaska - Anchorage                                                                                                                                    ,2012,0
CT        ,Connecticut                                                                                                                                           ,2012,0
DC        ,District of Columbia                                                                                                                                  ,2012,0
