state_id,state_name,year_reported,Average Loan Investment Amount
AK        ,Alaska - Anchorage                                                                                                                                    ,2015,95000
AL        ,Alabama                                                                                                                                               ,2015,4012.9000000000001
AR        ,Arkansas                                                                                                                                              ,2015,24272.650000000001
AZ        ,Arizona                                                                                                                                               ,2015,384582.07000000001
CA        ,California                                                                                                                                            ,2015,11196.629999999999
CO        ,Colorado                                                                                                                                              ,2015,35669.660000000003
CT        ,Connecticut                                                                                                                                           ,2015,655331.93000000005
DC        ,District of Columbia                                                                                                                                  ,2015,209001.62
DE        ,Delaware                                                                                                                                              ,2015,79486.110000000001
FL        ,Florida                                                                                                                                               ,2015,28446.130000000001
GA        ,Georgia                                                                                                                                               ,2015,59901.540000000001
GU        ,Guam                                                                                                                                                  ,2015,114363.64
HI        ,Hawaii                                                                                                                                                ,2015,48412.059999999998
IA        ,Iowa                                                                                                                                                  ,2015,280000
ID        ,Idaho                                                                                                                                                 ,2015,0
IL        ,Illinois                                                                                                                                              ,2015,204633.57000000001
IN        ,Indiana                                                                                                                                               ,2015,88452.199999999997
KS        ,Kansas                                                                                                                                                ,2015,110524.67
KY        ,Kentucky                                                                                                                                              ,2015,82044.220000000001
LA        ,Louisiana                                                                                                                                             ,2015,60464.290000000001
MA        ,Massachusetts                                                                                                                                         ,2015,27543.130000000001
MD        ,Maryland                                                                                                                                              ,2015,352499.83000000002
ME        ,Maine                                                                                                                                                 ,2015,108914.73
MI        ,Michigan                                                                                                                                              ,2015,9518.2399999999998
MN        ,Minnesota                                                                                                                                             ,2015,47176.919999999998
MO        ,Missouri                                                                                                                                              ,2015,170270.75
MP        ,Northern Mariana Islands                                                                                                                              ,2015,125793.47
MS        ,Mississippi                                                                                                                                           ,2015,79925.25
MT        ,Montana                                                                                                                                               ,2015,492250
NC        ,North Carolina                                                                                                                                        ,2015,53930.300000000003
ND        ,North Dakota - Carrington                                                                                                                             ,2015,110250
ND        ,North Dakota - Mandan                                                                                                                                 ,2015,0
NE        ,Nebraska                                                                                                                                              ,2015,193291
NH        ,New Hampshire                                                                                                                                         ,2015,103420.78
NJ        ,New Jersey                                                                                                                                            ,2015,158703.48999999999
NM        ,New Mexico                                                                                                                                            ,2015,237844
NV        ,Nevada                                                                                                                                                ,2015,589486.67000000004
NY        ,New York                                                                                                                                              ,2015,22459.259999999998
OH        ,Ohio                                                                                                                                                  ,2015,113492.2
OK        ,Oklahoma                                                                                                                                              ,2015,285477.46000000002
OR        ,Oregon                                                                                                                                                ,2015,59559.580000000002
PA        ,Pennsylvania                                                                                                                                          ,2015,200930.01999999999
PR        ,Puerto Rico                                                                                                                                           ,2015,193793.63
RI        ,Rhode Island                                                                                                                                          ,2015,163823.32999999999
SC        ,South Carolina                                                                                                                                        ,2015,6520.1999999999998
SD        ,South Dakota                                                                                                                                          ,2015,313972.5
TN        ,Tennessee                                                                                                                                             ,2015,302508.04999999999
TX        ,Texas                                                                                                                                                 ,2015,760000
UT        ,Utah                                                                                                                                                  ,2015,46666.669999999998
VA        ,Virginia                                                                                                                                              ,2015,96799.220000000001
VI        ,U.S. Virgin Islands                                                                                                                                   ,2015,334600
VT        ,Vermont                                                                                                                                               ,2015,0
WA        ,Washington                                                                                                                                            ,2015,87512.940000000002
WI        ,Wisconsin                                                                                                                                             ,2015,163526.41
WV        ,West Virginia                                                                                                                                         ,2015,176666.67000000001
WY        ,Wyoming - Laramie                                                                                                                                     ,2015,114069.36
