state_id,state_name,year_reported,Average Loan Investment Amount
AK        ,Alaska - Anchorage                                                                                                                                    ,2014,91666.669999999998
AL        ,Alabama                                                                                                                                               ,2014,0
AR        ,Arkansas                                                                                                                                              ,2014,50731.709999999999
AZ        ,Arizona                                                                                                                                               ,2014,184720.94
CA        ,California                                                                                                                                            ,2014,8670.8799999999992
CO        ,Colorado                                                                                                                                              ,2014,56939.099999999999
CT        ,Connecticut                                                                                                                                           ,2014,0
DC        ,District of Columbia                                                                                                                                  ,2014,25000
DE        ,Delaware                                                                                                                                              ,2014,0
FL        ,Florida                                                                                                                                               ,2014,327851.29999999999
GA        ,Georgia                                                                                                                                               ,2014,97517.559999999998
GU        ,Guam                                                                                                                                                  ,2014,0
HI        ,Hawaii                                                                                                                                                ,2014,0
ID        ,Idaho                                                                                                                                                 ,2014,63287.669999999998
IL        ,Illinois                                                                                                                                              ,2014,1205276.6499999999
IN        ,Indiana                                                                                                                                               ,2014,0
KS        ,Kansas                                                                                                                                                ,2014,0
KY        ,Kentucky                                                                                                                                              ,2014,243364.42999999999
LA        ,Louisiana                                                                                                                                             ,2014,0
MA        ,Massachusetts                                                                                                                                         ,2014,0
MD        ,Maryland                                                                                                                                              ,2014,1485555.5600000001
ME        ,Maine                                                                                                                                                 ,2014,0
MI        ,Michigan                                                                                                                                              ,2014,165988.89999999999
MN        ,Minnesota                                                                                                                                             ,2014,494150.35999999999
MO        ,Missouri                                                                                                                                              ,2014,0
MP        ,Northern Mariana Islands                                                                                                                              ,2014,0
MS        ,Mississippi                                                                                                                                           ,2014,744.38
MT        ,Montana                                                                                                                                               ,2014,34000
NC        ,North Carolina                                                                                                                                        ,2014,71339.509999999995
ND        ,North Dakota - Carrington                                                                                                                             ,2014,0
ND        ,North Dakota - Mandan                                                                                                                                 ,2014,0
NE        ,Nebraska                                                                                                                                              ,2014,0
NH        ,New Hampshire                                                                                                                                         ,2014,36790.120000000003
NJ        ,New Jersey                                                                                                                                            ,2014,650366.67000000004
NM        ,New Mexico                                                                                                                                            ,2014,0
NV        ,Nevada                                                                                                                                                ,2014,225000
NY        ,New York                                                                                                                                              ,2014,5933.6400000000003
OH        ,Ohio                                                                                                                                                  ,2014,0
OK        ,Oklahoma                                                                                                                                              ,2014,0
OR        ,Oregon                                                                                                                                                ,2014,171834.26999999999
PA        ,Pennsylvania                                                                                                                                          ,2014,108260.50999999999
PR        ,Puerto Rico                                                                                                                                           ,2014,0
SC        ,South Carolina                                                                                                                                        ,2014,0
SD        ,South Dakota                                                                                                                                          ,2014,0
TN        ,Tennessee                                                                                                                                             ,2014,111267.88
TX        ,Texas                                                                                                                                                 ,2014,0
UT        ,Utah                                                                                                                                                  ,2014,0
VA        ,Virginia                                                                                                                                              ,2014,0
VI        ,U.S. Virgin Islands                                                                                                                                   ,2014,0
VT        ,Vermont                                                                                                                                               ,2014,0
WA        ,Washington                                                                                                                                            ,2014,268079.75
WI        ,Wisconsin                                                                                                                                             ,2014,0
WV        ,West Virginia                                                                                                                                         ,2014,32636.360000000001
WY        ,Wyoming - Laramie                                                                                                                                     ,2014,0
RI        ,Rhode Island                                                                                                                                          ,2014,0
