state_id,state_name,year_reported,Average Loan Investment Amount
AK        ,Alaska - Anchorage                                                                                                                                    ,2016,84806.820000000007
AL        ,Alabama                                                                                                                                               ,2016,431251.56
AR        ,Arkansas                                                                                                                                              ,2016,134355.56
AZ        ,Arizona                                                                                                                                               ,2016,811555.56000000006
CA        ,California                                                                                                                                            ,2016,93456.050000000003
CO        ,Colorado                                                                                                                                              ,2016,751654.91000000003
CT        ,Connecticut                                                                                                                                           ,2016,2180274.2200000002
DC        ,District of Columbia                                                                                                                                  ,2016,610909.08999999997
DE        ,Delaware                                                                                                                                              ,2016,230444.12
FL        ,Florida                                                                                                                                               ,2016,1227716.6399999999
GA        ,Georgia                                                                                                                                               ,2016,486637.65000000002
GU        ,Guam                                                                                                                                                  ,2016,70000
HI        ,Hawaii                                                                                                                                                ,2016,1258095.8899999999
IA        ,Iowa                                                                                                                                                  ,2016,280000
ID        ,Idaho                                                                                                                                                 ,2016,713577.10999999999
IL        ,Illinois                                                                                                                                              ,2016,1262350.1699999999
IN        ,Indiana                                                                                                                                               ,2016,336770.90000000002
KS        ,Kansas                                                                                                                                                ,2016,1934712.55
KY        ,Kentucky                                                                                                                                              ,2016,804649.27000000002
LA        ,Louisiana                                                                                                                                             ,2016,702803.75
MA        ,Massachusetts                                                                                                                                         ,2016,94505.759999999995
MD        ,Maryland                                                                                                                                              ,2016,2719883.6099999999
ME        ,Maine                                                                                                                                                 ,2016,481768.96999999997
MI        ,Michigan                                                                                                                                              ,2016,248203.26000000001
MN        ,Minnesota                                                                                                                                             ,2016,159224.28
MO        ,Missouri                                                                                                                                              ,2016,853627.04000000004
MP        ,Northern Mariana Islands                                                                                                                              ,2016,199906.25
MS        ,Mississippi                                                                                                                                           ,2016,665691.67000000004
MT        ,Montana                                                                                                                                               ,2016,360357.73999999999
NC        ,North Carolina                                                                                                                                        ,2016,925865.63
ND        ,North Dakota - Carrington                                                                                                                             ,2016,260390.32999999999
ND        ,North Dakota - Mandan                                                                                                                                 ,2016,1751926
NE        ,Nebraska                                                                                                                                              ,2016,909933.27000000002
NH        ,New Hampshire                                                                                                                                         ,2016,1254480
NJ        ,New Jersey                                                                                                                                            ,2016,2671571.4300000002
NM        ,New Mexico                                                                                                                                            ,2016,6480000
NV        ,Nevada                                                                                                                                                ,2016,2125980
NY        ,New York                                                                                                                                              ,2016,89893.139999999999
OH        ,Ohio                                                                                                                                                  ,2016,386334.33000000002
OK        ,Oklahoma                                                                                                                                              ,2016,1440865.3999999999
OR        ,Oregon                                                                                                                                                ,2016,699786.18999999994
PA        ,Pennsylvania                                                                                                                                          ,2016,384664.22999999998
PR        ,Puerto Rico                                                                                                                                           ,2016,1181560.1899999999
RI        ,Rhode Island                                                                                                                                          ,2016,1102818.29
SC        ,South Carolina                                                                                                                                        ,2016,883413.41000000003
SD        ,South Dakota                                                                                                                                          ,2016,675000
TN        ,Tennessee                                                                                                                                             ,2016,618333.32999999996
TX        ,Texas                                                                                                                                                 ,2016,1259300.1000000001
UT        ,Utah                                                                                                                                                  ,2016,3680000
VA        ,Virginia                                                                                                                                              ,2016,274597.5
VI        ,U.S. Virgin Islands                                                                                                                                   ,2016,1682500
VT        ,Vermont                                                                                                                                               ,2016,1650591.5
WA        ,Washington                                                                                                                                            ,2016,1867508.1299999999
WI        ,Wisconsin                                                                                                                                             ,2016,963070.25
WV        ,West Virginia                                                                                                                                         ,2016,386325.78999999998
WY        ,Wyoming - Laramie                                                                                                                                     ,2016,690153.60999999999
