state_id,state_name,year_reported,Average Loan Investment Amount
AK        ,Alaska - Anchorage                                                                                                                                    ,2013,948333.32999999996
AL        ,Alabama                                                                                                                                               ,2013,369458.27000000002
AR        ,Arkansas                                                                                                                                              ,2013,479908.97999999998
AZ        ,Arizona                                                                                                                                               ,2013,1620947.0700000001
CA        ,California                                                                                                                                            ,2013,89342.399999999994
CO        ,Colorado                                                                                                                                              ,2013,514101.15999999997
DC        ,District of Columbia                                                                                                                                  ,2013,1158750
DE        ,Delaware                                                                                                                                              ,2013,85973.429999999993
FL        ,Florida                                                                                                                                               ,2013,2079819.1699999999
GA        ,Georgia                                                                                                                                               ,2013,547174.81000000006
GU        ,Guam                                                                                                                                                  ,2013,228606.67000000001
HI        ,Hawaii                                                                                                                                                ,2013,232666.67000000001
IA        ,Iowa                                                                                                                                                  ,2013,306612.96000000002
ID        ,Idaho                                                                                                                                                 ,2013,884978.53000000003
IL        ,Illinois                                                                                                                                              ,2013,1221013.6599999999
IN        ,Indiana                                                                                                                                               ,2013,333803.96000000002
KS        ,Kansas                                                                                                                                                ,2013,2422776.4700000002
KY        ,Kentucky                                                                                                                                              ,2013,372874.58000000002
LA        ,Louisiana                                                                                                                                             ,2013,467500
MA        ,Massachusetts                                                                                                                                         ,2013,106600.28999999999
MD        ,Maryland                                                                                                                                              ,2013,3170750
ME        ,Maine                                                                                                                                                 ,2013,2254799.5
MI        ,Michigan                                                                                                                                              ,2013,476146.96999999997
MN        ,Minnesota                                                                                                                                             ,2013,93539.350000000006
MO        ,Missouri                                                                                                                                              ,2013,900601.78000000003
MS        ,Mississippi                                                                                                                                           ,2013,693068.27000000002
MT        ,Montana                                                                                                                                               ,2013,548216.46999999997
NC        ,North Carolina                                                                                                                                        ,2013,744684.82999999996
ND        ,North Dakota - Carrington                                                                                                                             ,2013,691666.67000000004
ND        ,North Dakota - Mandan                                                                                                                                 ,2013,2269690.0600000001
NE        ,Nebraska                                                                                                                                              ,2013,1643750
NH        ,New Hampshire                                                                                                                                         ,2013,471056.21999999997
NJ        ,New Jersey                                                                                                                                            ,2013,820080.70999999996
NM        ,New Mexico                                                                                                                                            ,2013,1327728.6699999999
NV        ,Nevada                                                                                                                                                ,2013,1176553.3300000001
NY        ,New York                                                                                                                                              ,2013,606008.57999999996
OH        ,Ohio                                                                                                                                                  ,2013,236544.39999999999
OK        ,Oklahoma                                                                                                                                              ,2013,578017.27000000002
OR        ,Oregon                                                                                                                                                ,2013,639735.08999999997
PA        ,Pennsylvania                                                                                                                                          ,2013,465168.92999999999
PR        ,Puerto Rico                                                                                                                                           ,2013,2100000
RI        ,Rhode Island                                                                                                                                          ,2013,117845.56
SC        ,South Carolina                                                                                                                                        ,2013,819172.09999999998
SD        ,South Dakota                                                                                                                                          ,2013,6011389.1699999999
TN        ,Tennessee                                                                                                                                             ,2013,1604427.74
TX        ,Texas                                                                                                                                                 ,2013,5171428.5
UT        ,Utah                                                                                                                                                  ,2013,719283.56999999995
VA        ,Virginia                                                                                                                                              ,2013,240368.85000000001
VI        ,U.S. Virgin Islands                                                                                                                                   ,2013,194956.42999999999
VT        ,Vermont                                                                                                                                               ,2013,764876.33999999997
WA        ,Washington                                                                                                                                            ,2013,1424294.8200000001
WI        ,Wisconsin                                                                                                                                             ,2013,761700
WV        ,West Virginia                                                                                                                                         ,2013,1086859.8600000001
WY        ,Wyoming - Laramie                                                                                                                                     ,2013,1728398
CT        ,Connecticut                                                                                                                                           ,2013,0
