state_id,state_name,year_reported,Average Loan Investment Amount
AK        ,Alaska - Anchorage                                                                                                                                    ,2014,0
AL        ,Alabama                                                                                                                                               ,2014,0
AR        ,Arkansas                                                                                                                                              ,2014,4195.1199999999999
AZ        ,Arizona                                                                                                                                               ,2014,0
CA        ,California                                                                                                                                            ,2014,0
CO        ,Colorado                                                                                                                                              ,2014,0
CT        ,Connecticut                                                                                                                                           ,2014,750000
DC        ,District of Columbia                                                                                                                                  ,2014,0
DE        ,Delaware                                                                                                                                              ,2014,268571.42999999999
FL        ,Florida                                                                                                                                               ,2014,0
GA        ,Georgia                                                                                                                                               ,2014,0
GU        ,Guam                                                                                                                                                  ,2014,0
HI        ,Hawaii                                                                                                                                                ,2014,153000
ID        ,Idaho                                                                                                                                                 ,2014,0
IL        ,Illinois                                                                                                                                              ,2014,730826
IN        ,Indiana                                                                                                                                               ,2014,0
KS        ,Kansas                                                                                                                                                ,2014,0
KY        ,Kentucky                                                                                                                                              ,2014,0
LA        ,Louisiana                                                                                                                                             ,2014,0
MA        ,Massachusetts                                                                                                                                         ,2014,0
MD        ,Maryland                                                                                                                                              ,2014,777777.78000000003
ME        ,Maine                                                                                                                                                 ,2014,0
MI        ,Michigan                                                                                                                                              ,2014,0
MN        ,Minnesota                                                                                                                                             ,2014,0
MO        ,Missouri                                                                                                                                              ,2014,2186907.2000000002
MP        ,Northern Mariana Islands                                                                                                                              ,2014,0
MS        ,Mississippi                                                                                                                                           ,2014,0
MT        ,Montana                                                                                                                                               ,2014,0
NC        ,North Carolina                                                                                                                                        ,2014,721856.30000000005
ND        ,North Dakota - Carrington                                                                                                                             ,2014,0
ND        ,North Dakota - Mandan                                                                                                                                 ,2014,400
NE        ,Nebraska                                                                                                                                              ,2014,347003
NH        ,New Hampshire                                                                                                                                         ,2014,0
NJ        ,New Jersey                                                                                                                                            ,2014,0
NM        ,New Mexico                                                                                                                                            ,2014,0
NV        ,Nevada                                                                                                                                                ,2014,0
NY        ,New York                                                                                                                                              ,2014,367095.39000000001
OH        ,Ohio                                                                                                                                                  ,2014,66110.929999999993
OK        ,Oklahoma                                                                                                                                              ,2014,190065.89999999999
OR        ,Oregon                                                                                                                                                ,2014,0
PA        ,Pennsylvania                                                                                                                                          ,2014,163933.94
PR        ,Puerto Rico                                                                                                                                           ,2014,0
SC        ,South Carolina                                                                                                                                        ,2014,236653.04999999999
SD        ,South Dakota                                                                                                                                          ,2014,0
TN        ,Tennessee                                                                                                                                             ,2014,295522
TX        ,Texas                                                                                                                                                 ,2014,4113159.3900000001
UT        ,Utah                                                                                                                                                  ,2014,0
VA        ,Virginia                                                                                                                                              ,2014,9477.6000000000004
VI        ,U.S. Virgin Islands                                                                                                                                   ,2014,0
VT        ,Vermont                                                                                                                                               ,2014,0
WA        ,Washington                                                                                                                                            ,2014,939739.84999999998
WI        ,Wisconsin                                                                                                                                             ,2014,1320234.6899999999
WV        ,West Virginia                                                                                                                                         ,2014,23277.220000000001
WY        ,Wyoming - Laramie                                                                                                                                     ,2014,0
RI        ,Rhode Island                                                                                                                                          ,2014,0
