state_id,state_name,year_reported,Average Loan Investment Amount
AK        ,Alaska - Anchorage                                                                                                                                    ,2015,265000
AL        ,Alabama                                                                                                                                               ,2015,408556.5
AR        ,Arkansas                                                                                                                                              ,2015,268648.21999999997
AZ        ,Arizona                                                                                                                                               ,2015,1289880.6000000001
CA        ,California                                                                                                                                            ,2015,121006.98
CO        ,Colorado                                                                                                                                              ,2015,192518.29000000001
CT        ,Connecticut                                                                                                                                           ,2015,4300907.0599999996
DC        ,District of Columbia                                                                                                                                  ,2015,423038.46000000002
DE        ,Delaware                                                                                                                                              ,2015,318166.66999999998
FL        ,Florida                                                                                                                                               ,2015,383119.06
GA        ,Georgia                                                                                                                                               ,2015,373782.27000000002
GU        ,Guam                                                                                                                                                  ,2015,409454.54999999999
HI        ,Hawaii                                                                                                                                                ,2015,1159125
IA        ,Iowa                                                                                                                                                  ,2015,590000
ID        ,Idaho                                                                                                                                                 ,2015,616411.58999999997
IL        ,Illinois                                                                                                                                              ,2015,739507.77000000002
IN        ,Indiana                                                                                                                                               ,2015,267444.28999999998
KS        ,Kansas                                                                                                                                                ,2015,2019310.71
KY        ,Kentucky                                                                                                                                              ,2015,424847
LA        ,Louisiana                                                                                                                                             ,2015,635856.84999999998
MA        ,Massachusetts                                                                                                                                         ,2015,93605.199999999997
MD        ,Maryland                                                                                                                                              ,2015,4715675.7000000002
ME        ,Maine                                                                                                                                                 ,2015,793848
MI        ,Michigan                                                                                                                                              ,2015,143492.23000000001
MN        ,Minnesota                                                                                                                                             ,2015,334098.71000000002
MO        ,Missouri                                                                                                                                              ,2015,670560.04000000004
MP        ,Northern Mariana Islands                                                                                                                              ,2015,266921.82000000001
MS        ,Mississippi                                                                                                                                           ,2015,774084.62
MT        ,Montana                                                                                                                                               ,2015,984500
NC        ,North Carolina                                                                                                                                        ,2015,812816.38
ND        ,North Dakota - Carrington                                                                                                                             ,2015,415000
ND        ,North Dakota - Mandan                                                                                                                                 ,2015,618549.85999999999
NE        ,Nebraska                                                                                                                                              ,2015,983113.25
NH        ,New Hampshire                                                                                                                                         ,2015,1557307.73
NJ        ,New Jersey                                                                                                                                            ,2015,466803.91999999998
NM        ,New Mexico                                                                                                                                            ,2015,2794450
NV        ,Nevada                                                                                                                                                ,2015,2559700
NY        ,New York                                                                                                                                              ,2015,181756.75
OH        ,Ohio                                                                                                                                                  ,2015,425708.35999999999
OK        ,Oklahoma                                                                                                                                              ,2015,825494.77000000002
OR        ,Oregon                                                                                                                                                ,2015,933450
PA        ,Pennsylvania                                                                                                                                          ,2015,1142546.3200000001
PR        ,Puerto Rico                                                                                                                                           ,2015,1348727.5
RI        ,Rhode Island                                                                                                                                          ,2015,1765785
SC        ,South Carolina                                                                                                                                        ,2015,774793.07999999996
SD        ,South Dakota                                                                                                                                          ,2015,571754.5
TN        ,Tennessee                                                                                                                                             ,2015,1306872.6799999999
TX        ,Texas                                                                                                                                                 ,2015,5000000
UT        ,Utah                                                                                                                                                  ,2015,1918670.5600000001
VA        ,Virginia                                                                                                                                              ,2015,569979.20999999996
VI        ,U.S. Virgin Islands                                                                                                                                   ,2015,442000
VT        ,Vermont                                                                                                                                               ,2015,1473438.6899999999
WA        ,Washington                                                                                                                                            ,2015,971479.95999999996
WI        ,Wisconsin                                                                                                                                             ,2015,687312.04000000004
WV        ,West Virginia                                                                                                                                         ,2015,368000
WY        ,Wyoming - Laramie                                                                                                                                     ,2015,388074.59000000003
