state_id,state_name,year_reported,Average Loan Investment Amount
AK        ,Alaska - Anchorage                                                                                                                                    ,2016,63454.550000000003
AL        ,Alabama                                                                                                                                               ,2016,40135875.469999999
AR        ,Arkansas                                                                                                                                              ,2016,490729.46000000002
AZ        ,Arizona                                                                                                                                               ,2016,3670915.2200000002
CA        ,California                                                                                                                                            ,2016,920456.04000000004
CO        ,Colorado                                                                                                                                              ,2016,944375
CT        ,Connecticut                                                                                                                                           ,2016,252658.92000000001
DC        ,District of Columbia                                                                                                                                  ,2016,2337296.6200000001
DE        ,Delaware                                                                                                                                              ,2016,474909.07000000001
FL        ,Florida                                                                                                                                               ,2016,2694834.4199999999
GA        ,Georgia                                                                                                                                               ,2016,617341.33999999997
GU        ,Guam                                                                                                                                                  ,2016,0
HI        ,Hawaii                                                                                                                                                ,2016,217432.76999999999
IA        ,Iowa                                                                                                                                                  ,2016,1148062
ID        ,Idaho                                                                                                                                                 ,2016,2607503.6299999999
IL        ,Illinois                                                                                                                                              ,2016,11022529.289999999
IN        ,Indiana                                                                                                                                               ,2016,1395480.8200000001
KS        ,Kansas                                                                                                                                                ,2016,3345013.0899999999
KY        ,Kentucky                                                                                                                                              ,2016,5066760.0700000003
LA        ,Louisiana                                                                                                                                             ,2016,857445.5
MA        ,Massachusetts                                                                                                                                         ,2016,4134666.23
MD        ,Maryland                                                                                                                                              ,2016,1822342.2
ME        ,Maine                                                                                                                                                 ,2016,555921.16000000003
MI        ,Michigan                                                                                                                                              ,2016,888433.69999999995
MN        ,Minnesota                                                                                                                                             ,2016,640700.44999999995
MO        ,Missouri                                                                                                                                              ,2016,36407.57
MP        ,Northern Mariana Islands                                                                                                                              ,2016,423355.5
MS        ,Mississippi                                                                                                                                           ,2016,889918
MT        ,Montana                                                                                                                                               ,2016,605000
NC        ,North Carolina                                                                                                                                        ,2016,1671335.54
ND        ,North Dakota - Carrington                                                                                                                             ,2016,321453.33000000002
ND        ,North Dakota - Mandan                                                                                                                                 ,2016,1571687.2
NE        ,Nebraska                                                                                                                                              ,2016,1781505.1299999999
NH        ,New Hampshire                                                                                                                                         ,2016,436504.5
NJ        ,New Jersey                                                                                                                                            ,2016,15595768.43
NM        ,New Mexico                                                                                                                                            ,2016,0
NV        ,Nevada                                                                                                                                                ,2016,3132746.6000000001
NY        ,New York                                                                                                                                              ,2016,2720239.3199999998
OH        ,Ohio                                                                                                                                                  ,2016,1234058.24
OK        ,Oklahoma                                                                                                                                              ,2016,2645600
OR        ,Oregon                                                                                                                                                ,2016,505579.54999999999
PA        ,Pennsylvania                                                                                                                                          ,2016,279491.41999999998
PR        ,Puerto Rico                                                                                                                                           ,2016,4789657.25
RI        ,Rhode Island                                                                                                                                          ,2016,843985.46999999997
SC        ,South Carolina                                                                                                                                        ,2016,6962568.4699999997
SD        ,South Dakota                                                                                                                                          ,2016,42321.510000000002
TN        ,Tennessee                                                                                                                                             ,2016,1123460.5
TX        ,Texas                                                                                                                                                 ,2016,1216338.3300000001
UT        ,Utah                                                                                                                                                  ,2016,5533749.75
VA        ,Virginia                                                                                                                                              ,2016,703444.80000000005
VI        ,U.S. Virgin Islands                                                                                                                                   ,2016,4445298.75
VT        ,Vermont                                                                                                                                               ,2016,1670185.3999999999
WA        ,Washington                                                                                                                                            ,2016,4910837.3300000001
WI        ,Wisconsin                                                                                                                                             ,2016,2266657.8900000001
WV        ,West Virginia                                                                                                                                         ,2016,477484.91999999998
WY        ,Wyoming - Laramie                                                                                                                                     ,2016,1309268.0600000001
