state_id,state_name,year_reported,Average Loan Investment Amount
AR        ,Arkansas                                                                                                                                              ,2011,856795
CA        ,California                                                                                                                                            ,2011,2019747.6799999999
DE        ,Delaware                                                                                                                                              ,2011,128356.67
HI        ,Hawaii                                                                                                                                                ,2011,0
ID        ,Idaho                                                                                                                                                 ,2011,2949037.75
IL        ,Illinois                                                                                                                                              ,2011,345536
IN        ,Indiana                                                                                                                                               ,2011,3408000
KS        ,Kansas                                                                                                                                                ,2011,419723.5
LA        ,Louisiana                                                                                                                                             ,2011,0
MD        ,Maryland                                                                                                                                              ,2011,392133.66999999998
ME        ,Maine                                                                                                                                                 ,2011,0
MI        ,Michigan                                                                                                                                              ,2011,5747273.8899999997
MO        ,Missouri                                                                                                                                              ,2011,987311.76000000001
MT        ,Montana                                                                                                                                               ,2011,8799274.5999999996
NC        ,North Carolina                                                                                                                                        ,2011,1000788.13
NH        ,New Hampshire                                                                                                                                         ,2011,1101292.3
OK        ,Oklahoma                                                                                                                                              ,2011,0
RI        ,Rhode Island                                                                                                                                          ,2011,516925
SC        ,South Carolina                                                                                                                                        ,2011,1384900.3999999999
SD        ,South Dakota                                                                                                                                          ,2011,1606230
VT        ,Vermont                                                                                                                                               ,2011,3114117.1099999999
WI        ,Wisconsin                                                                                                                                             ,2011,0
AK        ,Alaska - Anchorage                                                                                                                                    ,2011,0
AL        ,Alabama                                                                                                                                               ,2011,0
AZ        ,Arizona                                                                                                                                               ,2011,0
CO        ,Colorado                                                                                                                                              ,2011,0
CT        ,Connecticut                                                                                                                                           ,2011,0
DC        ,District of Columbia                                                                                                                                  ,2011,0
FL        ,Florida                                                                                                                                               ,2011,0
GA        ,Georgia                                                                                                                                               ,2011,0
GU        ,Guam                                                                                                                                                  ,2011,0
IA        ,Iowa                                                                                                                                                  ,2011,0
KY        ,Kentucky                                                                                                                                              ,2011,0
MA        ,Massachusetts                                                                                                                                         ,2011,0
MN        ,Minnesota                                                                                                                                             ,2011,0
MP        ,Northern Mariana Islands                                                                                                                              ,2011,0
NV        ,Nevada                                                                                                                                                ,2011,0
NY        ,New York                                                                                                                                              ,2011,0
OH        ,Ohio                                                                                                                                                  ,2011,0
OR        ,Oregon                                                                                                                                                ,2011,0
PA        ,Pennsylvania                                                                                                                                          ,2011,0
PR        ,Puerto Rico                                                                                                                                           ,2011,0
TN        ,Tennessee                                                                                                                                             ,2011,0
TX        ,Texas                                                                                                                                                 ,2011,0
UT        ,Utah                                                                                                                                                  ,2011,0
VA        ,Virginia                                                                                                                                              ,2011,0
VI        ,Virgin Islands                                                                                                                                        ,2011,0
WA        ,Washington                                                                                                                                            ,2011,0
WV        ,West Virginia                                                                                                                                         ,2011,0
WY-L      ,Wyoming - Laramie                                                                                                                                     ,2011,0
WY-L      ,Wyoming - Laramie                                                                                                                                     ,2011,0
