state_id,state_name,year_reported,Average Loan Investment Amount
AL        ,Alabama                                                                                                                                               ,2012,549591.20999999996
AR        ,Arkansas                                                                                                                                              ,2012,1239541.73
AZ        ,Arizona                                                                                                                                               ,2012,857500
CA        ,California                                                                                                                                            ,2012,64135.93
CO        ,Colorado                                                                                                                                              ,2012,182258.69
DE        ,Delaware                                                                                                                                              ,2012,389075.67999999999
FL        ,Florida                                                                                                                                               ,2012,3093047.2400000002
GA        ,Georgia                                                                                                                                               ,2012,791217.27000000002
GU        ,Guam                                                                                                                                                  ,2012,108589.60000000001
HI        ,Hawaii                                                                                                                                                ,2012,700000
IA        ,Iowa                                                                                                                                                  ,2012,668026.63
ID        ,Idaho                                                                                                                                                 ,2012,474787.76000000001
IL        ,Illinois                                                                                                                                              ,2012,864811.31000000006
IN        ,Indiana                                                                                                                                               ,2012,195795.42999999999
KS        ,Kansas                                                                                                                                                ,2012,3378566.2000000002
KY        ,Kentucky                                                                                                                                              ,2012,716614.70999999996
LA        ,Louisiana                                                                                                                                             ,2012,459613.53000000003
MA        ,Massachusetts                                                                                                                                         ,2012,127988.09
MD        ,Maryland                                                                                                                                              ,2012,3823164.4100000001
ME        ,Maine                                                                                                                                                 ,2012,731914.15000000002
MI        ,Michigan                                                                                                                                              ,2012,296988.78000000003
MN        ,Minnesota                                                                                                                                             ,2012,120056.64
MO        ,Missouri                                                                                                                                              ,2012,840650.79000000004
MS        ,Mississippi                                                                                                                                           ,2012,541195.08999999997
MT        ,Montana                                                                                                                                               ,2012,470376.10999999999
NC        ,North Carolina                                                                                                                                        ,2012,385568.46999999997
ND        ,North Dakota - Mandan                                                                                                                                 ,2012,1090000
NE        ,Nebraska                                                                                                                                              ,2012,1663055
NH        ,New Hampshire                                                                                                                                         ,2012,454434.78000000003
NJ        ,New Jersey                                                                                                                                            ,2012,2330500
NM        ,New Mexico                                                                                                                                            ,2012,3194664.5
NV        ,Nevada                                                                                                                                                ,2012,1390000
NY        ,New York                                                                                                                                              ,2012,52196.410000000003
OH        ,Ohio                                                                                                                                                  ,2012,140825.64999999999
OK        ,Oklahoma                                                                                                                                              ,2012,886160
OR        ,Oregon                                                                                                                                                ,2012,232176.06
PA        ,Pennsylvania                                                                                                                                          ,2012,509323.97999999998
PR        ,Puerto Rico                                                                                                                                           ,2012,3225000
RI        ,Rhode Island                                                                                                                                          ,2012,629769.31999999995
SC        ,South Carolina                                                                                                                                        ,2012,607191.88
SD        ,South Dakota                                                                                                                                          ,2012,4420000
TN        ,Tennessee                                                                                                                                             ,2012,1344574.8
TX        ,Texas                                                                                                                                                 ,2012,5857142.8600000003
UT        ,Utah                                                                                                                                                  ,2012,165000
VA        ,Virginia                                                                                                                                              ,2012,109810.94
VI        ,U.S. Virgin Islands                                                                                                                                   ,2012,204000
VT        ,Vermont                                                                                                                                               ,2012,1044853.8100000001
WA        ,Washington                                                                                                                                            ,2012,868585.06000000006
WI        ,Wisconsin                                                                                                                                             ,2012,1446155.1000000001
WV        ,West Virginia                                                                                                                                         ,2012,1536318.0600000001
AK        ,Alaska - Anchorage                                                                                                                                    ,2012,0
CT        ,Connecticut                                                                                                                                           ,2012,0
DC        ,District of Columbia                                                                                                                                  ,2012,0
