state_id,state_name,year_reported,Average Loan Investment Amount
AK        ,Alaska - Anchorage                                                                                                                                    ,2015,0
AL        ,Alabama                                                                                                                                               ,2015,1442375.0700000001
AR        ,Arkansas                                                                                                                                              ,2015,658546.10999999999
AZ        ,Arizona                                                                                                                                               ,2015,3092059.5299999998
CA        ,California                                                                                                                                            ,2015,1181958.8100000001
CO        ,Colorado                                                                                                                                              ,2015,359853.45000000001
CT        ,Connecticut                                                                                                                                           ,2015,2126160.52
DC        ,District of Columbia                                                                                                                                  ,2015,2923685.1499999999
DE        ,Delaware                                                                                                                                              ,2015,1228137.0600000001
FL        ,Florida                                                                                                                                               ,2015,1655191.22
GA        ,Georgia                                                                                                                                               ,2015,636083.69999999995
GU        ,Guam                                                                                                                                                  ,2015,83815.360000000001
HI        ,Hawaii                                                                                                                                                ,2015,112576.81
IA        ,Iowa                                                                                                                                                  ,2015,2227052.6000000001
ID        ,Idaho                                                                                                                                                 ,2015,5027574.1299999999
IL        ,Illinois                                                                                                                                              ,2015,2699844.6200000001
IN        ,Indiana                                                                                                                                               ,2015,848858.06000000006
KS        ,Kansas                                                                                                                                                ,2015,1243613.6499999999
KY        ,Kentucky                                                                                                                                              ,2015,1456636.2
LA        ,Louisiana                                                                                                                                             ,2015,421174.04999999999
MA        ,Massachusetts                                                                                                                                         ,2015,3417375.9900000002
MD        ,Maryland                                                                                                                                              ,2015,2779465
ME        ,Maine                                                                                                                                                 ,2015,1473839.2
MI        ,Michigan                                                                                                                                              ,2015,1164254.27
MN        ,Minnesota                                                                                                                                             ,2015,1292864.1399999999
MO        ,Missouri                                                                                                                                              ,2015,511387.17999999999
MP        ,Northern Mariana Islands                                                                                                                              ,2015,797992
MS        ,Mississippi                                                                                                                                           ,2015,8801681.9499999993
MT        ,Montana                                                                                                                                               ,2015,3174513.5
NC        ,North Carolina                                                                                                                                        ,2015,4423175.2000000002
ND        ,North Dakota - Carrington                                                                                                                             ,2015,2100086.8300000001
ND        ,North Dakota - Mandan                                                                                                                                 ,2015,1243455.5600000001
NE        ,Nebraska                                                                                                                                              ,2015,6126012.5
NH        ,New Hampshire                                                                                                                                         ,2015,2266928.73
NJ        ,New Jersey                                                                                                                                            ,2015,548357.27000000002
NM        ,New Mexico                                                                                                                                            ,2015,746500
NV        ,Nevada                                                                                                                                                ,2015,521000
NY        ,New York                                                                                                                                              ,2015,3560417.75
OH        ,Ohio                                                                                                                                                  ,2015,1288930.79
OK        ,Oklahoma                                                                                                                                              ,2015,637907.59999999998
OR        ,Oregon                                                                                                                                                ,2015,1365299.1499999999
PA        ,Pennsylvania                                                                                                                                          ,2015,80946648.680000007
PR        ,Puerto Rico                                                                                                                                           ,2015,2906600.1299999999
RI        ,Rhode Island                                                                                                                                          ,2015,536298.17000000004
SC        ,South Carolina                                                                                                                                        ,2015,3579976.8199999998
SD        ,South Dakota                                                                                                                                          ,2015,7291787.1299999999
TN        ,Tennessee                                                                                                                                             ,2015,2415501.9900000002
TX        ,Texas                                                                                                                                                 ,2015,92811.669999999998
UT        ,Utah                                                                                                                                                  ,2015,5310833.6699999999
VA        ,Virginia                                                                                                                                              ,2015,1028226.76
VI        ,U.S. Virgin Islands                                                                                                                                   ,2015,2864666.6699999999
VT        ,Vermont                                                                                                                                               ,2015,11094819.15
WA        ,Washington                                                                                                                                            ,2015,8829698.8100000005
WI        ,Wisconsin                                                                                                                                             ,2015,1026268.33
WV        ,West Virginia                                                                                                                                         ,2015,1652089.6699999999
WY        ,Wyoming - Laramie                                                                                                                                     ,2015,484333.04999999999
