state_id,state_name,year_reported,Average Loan Investment Amount
AR        ,Arkansas                                                                                                                                              ,2011,197500
CA        ,California                                                                                                                                            ,2011,7492.71
DE        ,Delaware                                                                                                                                              ,2011,10566.67
HI        ,Hawaii                                                                                                                                                ,2011,50000
ID        ,Idaho                                                                                                                                                 ,2011,17025
IL        ,Illinois                                                                                                                                              ,2011,145625.5
IN        ,Indiana                                                                                                                                               ,2011,4375
KS        ,Kansas                                                                                                                                                ,2011,129158.33
LA        ,Louisiana                                                                                                                                             ,2011,281250
MD        ,Maryland                                                                                                                                              ,2011,166666.67000000001
ME        ,Maine                                                                                                                                                 ,2011,25000
MI        ,Michigan                                                                                                                                              ,2011,217685.20000000001
MO        ,Missouri                                                                                                                                              ,2011,482346.26000000001
MT        ,Montana                                                                                                                                               ,2011,235423.95999999999
NC        ,North Carolina                                                                                                                                        ,2011,2440.9400000000001
NH        ,New Hampshire                                                                                                                                         ,2011,20520.720000000001
OK        ,Oklahoma                                                                                                                                              ,2011,250000
RI        ,Rhode Island                                                                                                                                          ,2011,50000
SC        ,South Carolina                                                                                                                                        ,2011,2491.8000000000002
SD        ,South Dakota                                                                                                                                          ,2011,650000
VT        ,Vermont                                                                                                                                               ,2011,19274.48
WI        ,Wisconsin                                                                                                                                             ,2011,190000
AK        ,Alaska - Anchorage                                                                                                                                    ,2011,0
AL        ,Alabama                                                                                                                                               ,2011,0
AZ        ,Arizona                                                                                                                                               ,2011,0
CO        ,Colorado                                                                                                                                              ,2011,0
CT        ,Connecticut                                                                                                                                           ,2011,0
DC        ,District of Columbia                                                                                                                                  ,2011,0
FL        ,Florida                                                                                                                                               ,2011,0
GA        ,Georgia                                                                                                                                               ,2011,0
GU        ,Guam                                                                                                                                                  ,2011,0
IA        ,Iowa                                                                                                                                                  ,2011,0
KY        ,Kentucky                                                                                                                                              ,2011,0
MA        ,Massachusetts                                                                                                                                         ,2011,0
MN        ,Minnesota                                                                                                                                             ,2011,0
MP        ,Northern Mariana Islands                                                                                                                              ,2011,0
NV        ,Nevada                                                                                                                                                ,2011,0
NY        ,New York                                                                                                                                              ,2011,0
OH        ,Ohio                                                                                                                                                  ,2011,0
OR        ,Oregon                                                                                                                                                ,2011,0
PA        ,Pennsylvania                                                                                                                                          ,2011,0
PR        ,Puerto Rico                                                                                                                                           ,2011,0
TN        ,Tennessee                                                                                                                                             ,2011,0
TX        ,Texas                                                                                                                                                 ,2011,0
UT        ,Utah                                                                                                                                                  ,2011,0
VA        ,Virginia                                                                                                                                              ,2011,0
VI        ,Virgin Islands                                                                                                                                        ,2011,0
WA        ,Washington                                                                                                                                            ,2011,0
WV        ,West Virginia                                                                                                                                         ,2011,0
WY-L      ,Wyoming - Laramie                                                                                                                                     ,2011,0
WY-L      ,Wyoming - Laramie                                                                                                                                     ,2011,0
