state_id,state_name,year_reported,Average Loan Investment Amount
AK        ,Alaska - Anchorage                                                                                                                                    ,2016,1818.1800000000001
AL        ,Alabama                                                                                                                                               ,2016,0
AR        ,Arkansas                                                                                                                                              ,2016,36666.669999999998
AZ        ,Arizona                                                                                                                                               ,2016,0
CA        ,California                                                                                                                                            ,2016,0
CO        ,Colorado                                                                                                                                              ,2016,0
CT        ,Connecticut                                                                                                                                           ,2016,138888.89000000001
DC        ,District of Columbia                                                                                                                                  ,2016,0
DE        ,Delaware                                                                                                                                              ,2016,0
FL        ,Florida                                                                                                                                               ,2016,0
GA        ,Georgia                                                                                                                                               ,2016,0
GU        ,Guam                                                                                                                                                  ,2016,0
HI        ,Hawaii                                                                                                                                                ,2016,395764.67999999999
IA        ,Iowa                                                                                                                                                  ,2016,0
ID        ,Idaho                                                                                                                                                 ,2016,0
IL        ,Illinois                                                                                                                                              ,2016,0
IN        ,Indiana                                                                                                                                               ,2016,0
KS        ,Kansas                                                                                                                                                ,2016,0
KY        ,Kentucky                                                                                                                                              ,2016,0
LA        ,Louisiana                                                                                                                                             ,2016,0
MA        ,Massachusetts                                                                                                                                         ,2016,0
MD        ,Maryland                                                                                                                                              ,2016,1583080.97
ME        ,Maine                                                                                                                                                 ,2016,0
MI        ,Michigan                                                                                                                                              ,2016,0
MN        ,Minnesota                                                                                                                                             ,2016,0
MO        ,Missouri                                                                                                                                              ,2016,0
MP        ,Northern Mariana Islands                                                                                                                              ,2016,0
MS        ,Mississippi                                                                                                                                           ,2016,0
MT        ,Montana                                                                                                                                               ,2016,0
NC        ,North Carolina                                                                                                                                        ,2016,15145.790000000001
ND        ,North Dakota - Carrington                                                                                                                             ,2016,0
ND        ,North Dakota - Mandan                                                                                                                                 ,2016,0
NE        ,Nebraska                                                                                                                                              ,2016,0
NH        ,New Hampshire                                                                                                                                         ,2016,0
NJ        ,New Jersey                                                                                                                                            ,2016,0
NM        ,New Mexico                                                                                                                                            ,2016,0
NV        ,Nevada                                                                                                                                                ,2016,0
NY        ,New York                                                                                                                                              ,2016,42627.519999999997
OH        ,Ohio                                                                                                                                                  ,2016,0
OK        ,Oklahoma                                                                                                                                              ,2016,642528.19999999995
OR        ,Oregon                                                                                                                                                ,2016,0
PA        ,Pennsylvania                                                                                                                                          ,2016,0
PR        ,Puerto Rico                                                                                                                                           ,2016,0
RI        ,Rhode Island                                                                                                                                          ,2016,97647.059999999998
SC        ,South Carolina                                                                                                                                        ,2016,2941.1799999999998
SD        ,South Dakota                                                                                                                                          ,2016,0
TN        ,Tennessee                                                                                                                                             ,2016,903166.67000000004
TX        ,Texas                                                                                                                                                 ,2016,0
UT        ,Utah                                                                                                                                                  ,2016,0
VA        ,Virginia                                                                                                                                              ,2016,0
VI        ,U.S. Virgin Islands                                                                                                                                   ,2016,0
VT        ,Vermont                                                                                                                                               ,2016,0
WA        ,Washington                                                                                                                                            ,2016,0
WI        ,Wisconsin                                                                                                                                             ,2016,0
WV        ,West Virginia                                                                                                                                         ,2016,0
WY        ,Wyoming - Laramie                                                                                                                                     ,2016,0
